"BehaviorSpace results (NetLogo 6.1.0)"
"QVoting with Polling.nlogo"
"does-polling-converge"
"08/05/2019 14:20:26:937 -0500"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-32","32","-32","32"
"[run number]","number-of-voters","proportion-of-strategic-voters","number-of-issues","poll-response-rate","utility-distribution","[step]","poll","total-utility-gain","maximal-utility?"
"249","1500","0.1","2","1","Normal mean = 0","50","[-10.617118872366774 22.36180479222577]","[0 0]","false"
"250","1500","0.1","2","1","Normal mean = 0","50","[20.575108830099726 -7.023604210445969]","[0 0]","false"
"252","1500","0.1","2","1","Normal mean = 0","50","[21.833252384657076 2.036504050041067]","[0 0]","false"
"253","1500","0.1","2","1","Normal mean = 0","50","[-7.325666031595905 -24.046594309191597]","[0 0]","false"
"254","1500","0.1","2","1","Normal mean = 0","50","[-14.16383695764353 -24.224386891368006]","[0 0]","false"
"255","1500","0.1","2","1","Normal mean = 0","50","[-4.6207343186126755 -29.499082159625722]","[0 0]","false"
"256","1500","0.1","2","1","Normal mean = 0","50","[2.842951528392046 9.622935479231266]","[0 0]","false"
"259","1500","0.1","2","1","Normal mean = 0","50","[33.80142238700586 -33.08175211061897]","[0 0]","false"
"257","1500","0.1","2","1","Normal mean = 0","50","[-2.8383630960154536 19.510721001149253]","[0 0]","false"
"258","1500","0.1","2","1","Normal mean = 0","50","[5.243592595555365 33.59256727574438]","[0 0]","false"
"260","1500","0.1","2","1","Normal mean = 0","50","[9.022323339819769 44.55579561593027]","[0 0]","false"
"261","1500","0.1","2","1","Normal mean = 0","50","[29.81600339465075 -3.7966644772146627]","[0 0]","false"
"262","1500","0.1","2","1","Normal mean = 0","50","[-50.45324787510368 -3.473844330557682]","[0 0]","false"
"264","1500","0.1","2","1","Normal mean = 0","50","[-2.53167176366222 -8.213523380800817]","[0 0]","false"
"263","1500","0.1","2","1","Normal mean = 0","50","[39.40210188591982 24.284376681744153]","[0 0]","false"
"265","1500","0.1","2","1","Normal mean = 0","50","[-14.49086495330738 13.83494020121003]","[0 0]","false"
"266","1500","0.1","2","1","Normal mean = 0","50","[48.1702658359202 9.969373278135311]","[0 0]","false"
"267","1500","0.1","2","1","Normal mean = 0","50","[-1.8025876483359207 30.23095012651424]","[0 0]","false"
"268","1500","0.1","2","1","Normal mean = 0","50","[23.812377947804453 -13.932345307833028]","[0 0]","false"
"269","1500","0.1","2","1","Normal mean = 0","50","[-19.129265965700128 -11.663990468640051]","[0 0]","false"
"271","1500","0.1","2","1","Normal mean = 0","50","[-8.030669308330872 22.490372542212057]","[0 0]","false"
"272","1500","0.1","2","1","Normal mean = 0","50","[42.69547388549628 -42.071412537637684]","[0 0]","false"
"270","1500","0.1","2","1","Normal mean = 0","50","[-10.875659853923404 -28.57859296255275]","[0 0]","false"
"273","1500","0.1","2","1","Normal mean = 0","50","[-1.034233627895249 10.80789972622726]","[0 0]","false"
"274","1500","0.1","2","1","Normal mean = 0","50","[-65.83791140654746 9.27195602437231]","[0 0]","false"
"275","1500","0.1","2","1","Normal mean = 0","50","[-22.068080739634347 17.98906341108228]","[0 0]","false"
"276","1500","0.1","2","1","Normal mean = 0","50","[26.5813375524561 21.19727888240179]","[0 0]","false"
"277","1500","0.1","2","1","Normal mean = 0","50","[-52.20567787514205 24.369309740494856]","[0 0]","false"
"278","1500","0.1","2","1","Normal mean = 0","50","[-20.582243586820386 -22.51336256781558]","[0 0]","false"
"279","1500","0.1","2","1","Normal mean = 0","50","[0.7337515352685744 6.607719837324522]","[0 0]","false"
"280","1500","0.1","2","1","Normal mean = 0","50","[-7.708220245675879 41.563437847190755]","[0 0]","false"
"282","1500","0.1","2","1","Normal mean = 0","50","[-4.600020015049185 -4.1207012844976045]","[0 0]","false"
"281","1500","0.1","2","1","Normal mean = 0","50","[-0.9166674028737243 3.3173560221006286]","[0 0]","false"
"284","1500","0.1","2","1","Normal mean = 0","50","[20.81059668615029 -12.369917695562183]","[0 0]","false"
"283","1500","0.1","2","1","Normal mean = 0","50","[7.863955099304797 -0.15637299681302963]","[0 0]","false"
"285","1500","0.1","2","1","Normal mean = 0","50","[20.736643587905853 41.51160243745763]","[0 0]","false"
"286","1500","0.1","2","1","Normal mean = 0","50","[20.86627465697499 -14.292391251505785]","[0 0]","false"
"288","1500","0.1","2","1","Normal mean = 0","50","[58.70426943011217 57.3150332061991]","[0 0]","false"
"287","1500","0.1","2","1","Normal mean = 0","50","[0.024224310470881638 -0.027856717993411717]","[0 0]","false"
"289","1500","0.1","2","1","Normal mean = 0","50","[19.665544270261414 -71.42462848503486]","[0 0]","false"
"290","1500","0.1","2","1","Normal mean = 0","50","[68.92849112020762 -29.8511096707027]","[0 0]","false"
"291","1500","0.1","2","1","Normal mean = 0","50","[-44.359416638442475 -34.51794328278904]","[0 0]","false"
"292","1500","0.1","2","1","Normal mean = 0","50","[20.689987343043722 -0.9943586460151443]","[0 0]","false"
"293","1500","0.1","2","1","Normal mean = 0","50","[-19.05777831718092 0.48922563887370274]","[0 0]","false"
"294","1500","0.1","2","1","Normal mean = 0","50","[21.182788462326638 -8.278464394126281]","[0 0]","false"
"296","1500","0.1","2","1","Normal mean = 0","50","[-1.1963566558387086 21.006550540757523]","[0 0]","false"
"295","1500","0.1","2","1","Normal mean = 0","50","[-56.198748773232495 -1.0685298329738966]","[0 0]","false"
"297","1500","0.1","2","1","Normal mean = 0","50","[20.33714471627778 -29.813335630281685]","[0 0]","false"
"298","1500","0.1","2","1","Normal mean = 0","50","[39.547567692890276 3.1328018116356264]","[0 0]","false"
"300","1500","0.1","2","1","Normal mean = 0","50","[-30.307310035726882 -3.4977468908400406]","[0 0]","false"
"301","1500","0.1","2","1","Normal mean = 0","50","[-26.000319936227676 -2.963546673594821]","[0 0]","false"
"299","1500","0.1","2","1","Normal mean = 0","50","[43.551981974423335 -5.816560507667016]","[0 0]","false"
"302","1500","0.1","2","1","Normal mean = 0","50","[-1.9783432231142397 20.030250516657176]","[0 0]","false"
"303","1500","0.1","2","1","Normal mean = 0","50","[-14.046733020112772 -14.731690958299339]","[0 0]","false"
"304","1500","0.1","2","1","Normal mean = 0","50","[-35.299491880481945 -23.426111495780884]","[0 0]","false"
"306","1500","0.1","2","1","Normal mean = 0","50","[-30.303157037297936 5.071083938785984]","[0 0]","false"
"305","1500","0.1","2","1","Normal mean = 0","50","[1.575360063715607 -30.162502076338733]","[0 0]","false"
"308","1500","0.1","2","1","Normal mean = 0","50","[-0.8213432978168869 -11.318849548056054]","[0 0]","false"
"307","1500","0.1","2","1","Normal mean = 0","50","[-4.1287362401848995 -16.730649199216547]","[0 0]","false"
"309","1500","0.1","2","1","Normal mean = 0","50","[18.788412541825668 -32.0538492411577]","[0 0]","false"
"310","1500","0.1","2","1","Normal mean = 0","50","[48.27774671832594 6.109663166882951]","[0 0]","false"
"312","1500","0.1","2","1","Normal mean = 0","50","[-12.68631854803936 -13.987322247836444]","[0 0]","false"
"311","1500","0.1","2","1","Normal mean = 0","50","[-29.789471378257513 19.154712742539537]","[0 0]","false"
"314","1500","0.1","2","1","Normal mean = 0","50","[8.840239820758612 -20.23321592439432]","[0 0]","false"
"313","1500","0.1","2","1","Normal mean = 0","50","[4.311725377330442 -35.35115061801523]","[0 0]","false"
"315","1500","0.1","2","1","Normal mean = 0","50","[4.080060999961123 9.47829541816278]","[0 0]","false"
"316","1500","0.1","2","1","Normal mean = 0","50","[7.871444411094362 0.06791522559389851]","[0 0]","false"
"317","1500","0.1","2","1","Normal mean = 0","50","[35.528458182623694 15.721551922795145]","[0 0]","false"
"318","1500","0.1","2","1","Normal mean = 0","50","[6.5301504970202515 -2.187765531697545]","[0 0]","false"
"319","1500","0.1","2","1","Normal mean = 0","50","[4.307998961259229 10.988118277086842]","[0 0]","false"
"320","1500","0.1","2","1","Normal mean = 0","50","[24.893871934987416 15.646547580115977]","[0 0]","false"
"321","1500","0.1","2","1","Normal mean = 0","50","[-28.025339887749677 -25.40507907571656]","[0 0]","false"
"322","1500","0.1","2","1","Normal mean = 0","50","[-14.339767128827818 21.44903371464446]","[0 0]","false"
"323","1500","0.1","2","1","Normal mean = 0","50","[1.5561365464383403 -2.6463559362340208]","[0 0]","false"
"325","1500","0.1","2","1","Normal mean = 0","50","[20.41585219936733 -22.180517075104493]","[0 0]","false"
"324","1500","0.1","2","1","Normal mean = 0","50","[23.08301456033028 18.05701903496581]","[0 0]","false"
"326","1500","0.1","2","1","Normal mean = 0","50","[32.62922900333615 16.1019435261517]","[0 0]","false"
"327","1500","0.1","2","1","Normal mean = 0","50","[26.31072501085353 43.79816549282054]","[0 0]","false"
"328","1500","0.1","2","1","Normal mean = 0","50","[3.4587842587251023 4.193451784671213]","[0 0]","false"
"329","1500","0.1","2","1","Normal mean = 0","50","[7.469499166338842 19.7331104562373]","[0 0]","false"
"330","1500","0.1","2","1","Normal mean = 0","50","[12.022675457659673 -14.536237307494995]","[0 0]","false"
"331","1500","0.1","2","1","Normal mean = 0","50","[22.811788112576583 22.340033838983775]","[0 0]","false"
"332","1500","0.1","2","1","Normal mean = 0","50","[-2.6513871398923623 -2.018913371519407]","[0 0]","false"
"333","1500","0.1","2","1","Normal mean = 0","50","[-13.43046907870938 -37.90685822056401]","[0 0]","false"
"334","1500","0.1","2","1","Normal mean = 0","50","[-51.33895691864351 -19.728388508628846]","[0 0]","false"
"336","1500","0.1","2","1","Normal mean = 0","50","[-9.44160072768849 13.463867289606405]","[0 0]","false"
"337","1500","0.1","2","1","Normal mean = 0","50","[13.728390083754215 -16.22791263978503]","[0 0]","false"
"335","1500","0.1","2","1","Normal mean = 0","50","[-44.935128679562574 -0.3741961907093093]","[0 0]","false"
"338","1500","0.1","2","1","Normal mean = 0","50","[22.21894108360732 25.013349735220316]","[0 0]","false"
"339","1500","0.1","2","1","Normal mean = 0","50","[1.4954056883638398 -13.9504937989001]","[0 0]","false"
"340","1500","0.1","2","1","Normal mean = 0","50","[-20.145622019780472 20.21945790298616]","[0 0]","false"
"341","1500","0.1","2","1","Normal mean = 0","50","[-10.340095106984949 11.512632807343783]","[0 0]","false"
"342","1500","0.1","2","1","Normal mean = 0","50","[-16.275517014401526 -3.5974358832362388]","[0 0]","false"
"343","1500","0.1","2","1","Normal mean = 0","50","[-8.600086537813068 -77.43718722249663]","[0 0]","false"
"344","1500","0.1","2","1","Normal mean = 0","50","[32.01235677007991 -57.86880285513293]","[0 0]","false"
"345","1500","0.1","2","1","Normal mean = 0","50","[-19.139037250526354 -19.498747070861604]","[0 0]","false"
"346","1500","0.1","2","1","Normal mean = 0","50","[33.796106687564155 -28.058306655506367]","[0 0]","false"
"347","1500","0.1","2","1","Normal mean = 0","50","[7.63806713694487 0.14936349380147784]","[0 0]","false"
"349","1500","0.1","2","1","Normal mean = 0","50","[-0.38345796959286127 36.11182104205274]","[0 0]","false"
"348","1500","0.1","2","1","Normal mean = 0","50","[42.07650035678399 14.534624988060536]","[0 0]","false"
"351","1500","0.1","2","1","Normal mean = 0","50","[4.278454083737765 -19.734321411195882]","[0 0]","false"
"350","1500","0.1","2","1","Normal mean = 0","50","[-15.71224116395761 -12.843924453725414]","[0 0]","false"
"352","1500","0.1","2","1","Normal mean = 0","50","[68.09434070779885 -16.451773401589396]","[0 0]","false"
"353","1500","0.1","2","1","Normal mean = 0","50","[-34.939922588454095 4.748836427505942]","[0 0]","false"
"354","1500","0.1","2","1","Normal mean = 0","50","[-30.237874277413926 -41.739685501050445]","[0 0]","false"
"355","1500","0.1","2","1","Normal mean = 0","50","[-0.2106645338998614 -25.324888667410065]","[0 0]","false"
"356","1500","0.1","2","1","Normal mean = 0","50","[5.964633606200928 3.9340260321470404]","[0 0]","false"
"357","1500","0.1","2","1","Normal mean = 0","50","[13.47327435076823 -36.37728161934167]","[0 0]","false"
"358","1500","0.1","2","1","Normal mean = 0","50","[4.555622926395508 13.993981403076946]","[0 0]","false"
"360","1500","0.1","2","1","Normal mean = 0","50","[4.27017441112437 -63.753745609496235]","[0 0]","false"
"359","1500","0.1","2","1","Normal mean = 0","50","[1.1663328720103785 -9.684638285214644]","[0 0]","false"
"361","1500","0.1","2","1","Normal mean = 0","50","[50.07443581873799 5.869076697921541]","[0 0]","false"
"362","1500","0.1","2","1","Normal mean = 0","50","[-16.720873529631305 14.806107769099269]","[0 0]","false"
"364","1500","0.1","2","1","Normal mean = 0","50","[-22.43011567934723 3.789911297944195]","[0 0]","false"
"363","1500","0.1","2","1","Normal mean = 0","50","[4.603032896764326 8.815677409101355]","[0 0]","false"
"365","1500","0.1","2","1","Normal mean = 0","50","[-4.391749126364475 37.20939927430907]","[0 0]","false"
"366","1500","0.1","2","1","Normal mean = 0","50","[28.795486961323633 4.777621687428157]","[0 0]","false"
"368","1500","0.1","2","1","Normal mean = 0","50","[-29.440476086332072 -32.222657610320965]","[0 0]","false"
"367","1500","0.1","2","1","Normal mean = 0","50","[-18.04721191215652 -0.7801247434634162]","[0 0]","false"
"369","1500","0.1","2","1","Normal mean = 0","50","[12.967067868317656 -10.919634983801814]","[0 0]","false"
"370","1500","0.1","2","1","Normal mean = 0","50","[18.92322009089312 22.003520196388603]","[0 0]","false"
"371","1500","0.1","2","1","Normal mean = 0","50","[4.416927895337509 19.427248183996536]","[0 0]","false"
"372","1500","0.1","2","1","Normal mean = 0","50","[-2.6547070100588 -0.6874857157466973]","[0 0]","false"
"373","1500","0.1","2","1","Normal mean = 0","50","[-32.99926580774328 -28.362790660239998]","[0 0]","false"
"374","1500","0.1","2","1","Normal mean = 0","50","[-24.55810051420045 -43.06616971650051]","[0 0]","false"
"375","1500","0.1","2","1","Normal mean = 0","50","[23.35754389156039 -32.200190839549414]","[0 0]","false"
"377","1500","0.1","2","1","Normal mean = 0","50","[12.60778578659271 31.263438337179863]","[0 0]","false"
"376","1500","0.1","2","1","Normal mean = 0","50","[17.60819120079881 -4.65196789595954]","[0 0]","false"
"378","1500","0.1","2","1","Normal mean = 0","50","[-7.527912739860477 62.565122690832396]","[0 0]","false"
"379","1500","0.1","2","1","Normal mean = 0","50","[-42.744239796001914 2.34450944449742]","[0 0]","false"
"380","1500","0.1","2","1","Normal mean = 0","50","[-1.7964362324517809 -46.29558497089353]","[0 0]","false"
"381","1500","0.1","2","1","Normal mean = 0","50","[-0.4076021102823011 5.340785377019814]","[0 0]","false"
"382","1500","0.1","2","1","Normal mean = 0","50","[-45.444687983453655 -16.43368244643353]","[0 0]","false"
"384","1500","0.1","2","1","Normal mean = 0","50","[-0.7032244506690912 36.3832574301139]","[0 0]","false"
"383","1500","0.1","2","1","Normal mean = 0","50","[2.0398903910864066 -4.178176059387958]","[0 0]","false"
"385","1500","0.1","2","1","Normal mean = 0","50","[-5.279979404602517 -48.170780546794234]","[0 0]","false"
"386","1500","0.1","2","1","Normal mean = 0","50","[-72.84858884498718 32.58346223706117]","[0 0]","false"
"387","1500","0.1","2","1","Normal mean = 0","50","[62.91139098321253 44.33632934084023]","[0 0]","false"
"388","1500","0.1","2","1","Normal mean = 0","50","[-26.92699413991541 15.927945059058178]","[0 0]","false"
"389","1500","0.1","2","1","Normal mean = 0","50","[2.8177354877207317 3.031053485771075]","[0 0]","false"
"390","1500","0.1","2","1","Normal mean = 0","50","[-14.059956749546622 -56.86936111652421]","[0 0]","false"
"392","1500","0.1","2","1","Normal mean = 0","50","[-15.972891890942705 -24.903549933055032]","[0 0]","false"
"391","1500","0.1","2","1","Normal mean = 0","50","[14.392285084763346 19.182881291845764]","[0 0]","false"
"393","1500","0.1","2","1","Normal mean = 0","50","[5.247650818436678 12.724197867354121]","[0 0]","false"
"394","1500","0.1","2","1","Normal mean = 0","50","[-39.15104212890967 -39.785843866822134]","[0 0]","false"
"396","1500","0.1","2","1","Normal mean = 0","50","[-10.673038622270745 -6.9762047498776]","[0 0]","false"
"395","1500","0.1","2","1","Normal mean = 0","50","[1.7999565346964226 47.25696316920415]","[0 0]","false"
"397","1500","0.1","2","1","Normal mean = 0","50","[9.935017451439524 27.732051130485736]","[0 0]","false"
"398","1500","0.1","2","1","Normal mean = 0","50","[7.776343114386089 44.63653892506704]","[0 0]","false"
"399","1500","0.1","2","1","Normal mean = 0","50","[-11.361797736178026 -24.46038086725859]","[0 0]","false"
"400","1500","0.1","2","1","Normal mean = 0","50","[-1.1867840086573591 -16.311404731586663]","[0 0]","false"
"402","1500","0.1","2","1","Normal mean = 0","50","[-17.840982935355967 26.450332018918626]","[0 0]","false"
"403","1500","0.1","2","1","Normal mean = 0","50","[-25.671185242543523 38.25706368746455]","[0 0]","false"
"404","1500","0.1","2","1","Normal mean = 0","50","[-12.813432439764883 -29.343782091309663]","[0 0]","false"
"401","1500","0.1","2","1","Normal mean = 0","50","[-5.871724688397498 7.428339713129871]","[0 0]","false"
"405","1500","0.1","2","1","Normal mean = 0","50","[-45.16055700178923 -28.467595607837413]","[0 0]","false"
"406","1500","0.1","2","1","Normal mean = 0","50","[-53.227646343214175 -7.859937354817938]","[0 0]","false"
"408","1500","0.1","2","1","Normal mean = 0","50","[11.825111615303646 30.453788421499123]","[0 0]","false"
"407","1500","0.1","2","1","Normal mean = 0","50","[-11.562349858562953 -2.0652731679723866]","[0 0]","false"
"409","1500","0.1","2","1","Normal mean = 0","50","[32.42682975824199 36.076221161068894]","[0 0]","false"
"410","1500","0.1","2","1","Normal mean = 0","50","[-27.36082119501559 38.003522962909926]","[0 0]","false"
"411","1500","0.1","2","1","Normal mean = 0","50","[-61.81798273148987 32.75107362807767]","[0 0]","false"
"412","1500","0.1","2","1","Normal mean = 0","50","[-24.69690685331524 79.26197473064086]","[0 0]","false"
"413","1500","0.1","2","1","Normal mean = 0","50","[42.39983949549231 61.84510340057846]","[0 0]","false"
"414","1500","0.1","2","1","Normal mean = 0","50","[-18.251654740719346 -44.6458791791523]","[0 0]","false"
"415","1500","0.1","2","1","Normal mean = 0","50","[12.756026959888354 -23.613866277239268]","[0 0]","false"
"416","1500","0.1","2","1","Normal mean = 0","50","[0.85718441533977 -17.280972998177518]","[0 0]","false"
"417","1500","0.1","2","1","Normal mean = 0","50","[-22.46566349061697 -23.96077029078796]","[0 0]","false"
