"BehaviorSpace results (NetLogo 6.1.0)"
"QVoting with Polling.nlogo"
"does-polling-converge"
"08/06/2019 10:32:16:004 -0500"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-32","32","-32","32"
"[run number]","number-of-voters","proportion-of-strategic-voters","vote-portion-strategic","number-of-issues","poll-response-rate","utility-distribution","[step]","poll","total-utility-gain","maximal-utility?"
"1466","1500","0.1","1","10","1","Normal mean = 0","50","[10.047581081960747 24.732102883324593 2.630948674977131 24.251135179579872 -17.058276487540695 1.0366917183761155 5.965848359236547 -10.943762414246603 19.805719449003988 -10.124999622243157]","[3.3960427073417945 17.246796086554617 -1.0460702591139421 12.64282232530213 7.696152991492459 -1.2683071544139435 4.440080911513336 5.897592392430728 14.80430165738109 3.363367316656148]","false"
"1465","1500","0.1","1","10","1","Normal mean = 0","50","[6.247235221900953 -2.707875975862978 16.331105103238297 6.9335168402383 -14.883746728819673 4.751740512579233 0.8385541395165904 -11.291983549957177 -31.049592717450786 -11.501416363030458]","[4.032926629121204 -2.896867948200543 9.62418621436615 1.8026800465080162 12.51080307262606 2.745833959330581 1.8436416503539115 5.482456981744547 19.52813200749438 8.15005239990404]","false"
"1464","1500","0.1","1","10","1","Normal mean = 0","50","[1.1966440002812222 -0.6953986117192368 -6.536536052675661 8.873945185641885 -14.324875733758905 8.447659166275292 -5.6537178107019646 -15.085741366836384 5.001760965568052 -20.735485387486758]","[6.331611776829794 -1.6736372567406983 0.9820477436610096 5.476347070542655 10.612193320657415 6.671334181353488 2.59434825783999 13.317546078244256 5.866384407027592 9.523048841313866]","false"
"1467","1500","0.1","1","10","1","Normal mean = 0","50","[16.285354594961163 3.4265647952661196 -12.124826866551759 -10.245196094272746 5.039535702637965 1.1668153781097275 -22.11712624013088 2.136498151958298 20.77245438522968 -9.79074649219725]","[7.743216533300022 2.0417881981808454 6.050300609792113 6.202933441738897 2.332273563807085 -1.879273123969525 13.137996153236994 8.425317612705669 16.485904306895325 4.697009367461066]","false"
"1469","1500","0.1","1","10","1","Normal mean = 0","50","[6.6395376286246535 -13.70374551051785 -12.409671551307577 9.632925813164336 15.515743710336066 -5.381666685996855 16.14692634540433 5.327254270231332 -7.853316515467693 -17.297718238068367]","[8.274993232740716 7.193032583776263 7.236645121348849 9.184882923837979 7.700873680374059 0.11892311504643321 7.0921084792897595 1.317586962702157 -0.06544993887719674 10.52475526961994]","false"
"1468","1500","0.1","1","10","1","Normal mean = 0","50","[-1.91743979372169 3.3068450472263797 5.007092846626153 5.626560588030035 -1.8819429714708122 0.9872635373992603 -7.86798102199813 -2.673115355479762 2.164057858733743 -26.113662002150907]","[8.636965100797367 2.28352776749785 7.628473263995914 0.5439094389731468 3.6568394856169735 4.035256509073576 7.383958167014405 0.19511791714831822 4.282055976379906 17.353448602205916]","true"
"1471","1500","0.1","1","10","1","Normal mean = 0","50","[5.949347427236733 -17.869771866925902 12.477860351414094 -11.253552586478756 -13.53776348872638 8.152659189444407 -1.6497596328888995 12.433646599561834 -11.20395114466691 -2.633838619377181]","[2.174388489728175 10.87833149266163 10.430904593317189 10.453909714365514 11.71553622699112 7.538100851879652 5.353947172493581 7.8850153038300625 1.062293789489797 4.560973323101716]","true"
"1470","1500","0.1","1","10","1","Normal mean = 0","50","[-19.457945168847978 -2.3734710197360833 1.254027969278939 1.1359127448553379 -2.3251718660284535 28.17525236364478 -18.381672657133542 1.5810429809652287 11.896673936003781 4.1433500579470595]","[9.995151366027724 5.598736518075014 1.7201281866812168 -1.7025923835844754 3.0707446004148027 12.433572067656671 15.049798677294818 -1.9055848447447317 2.2735898647840735 -1.3674793249595294]","false"
"1472","1500","0.1","1","10","1","Normal mean = 0","50","[5.473254307662126 13.645571351196612 4.353563918092049 33.70860683547117 6.605736622735954 3.881960143516683 14.365066131924301 -34.044872535503835 -5.602910838174302 -17.462283875147367]","[4.091417598837802 9.924816573640943 2.3476952885266233 15.107561029622808 -3.4426682976598832 4.454520203038459 7.944309361891491 25.4023402741502 1.5924070569538331 11.927110568847294]","false"
"1473","1500","0.1","1","10","1","Normal mean = 0","50","[-10.979287870219991 2.184186850550547 -0.1345133382926828 -0.9866872417692646 -6.489823528314138 1.9723069442570074 -5.290846207609519 -1.1252418929127215 -10.300149482208818 5.727470693726618]","[4.153678405763697 -0.21549217192340206 3.8163697361322626 -0.026602479119814837 6.902629338035262 -0.37970935185502414 1.6727395544274242 -2.832866333489936 11.85132942250035 3.3873804666615035]","false"
"1475","1500","0.1","1","10","1","Normal mean = 0","50","[1.0087922125395061 -10.01799010181761 -0.6717401179308448 -16.13453201727105 -5.084122857582722 -12.037312183618821 -8.330044501500534 -2.875373087717573 19.40428504213755 5.5097390723663935]","[-1.7533220219095242 8.58402926799014 2.9836082686474263 8.162230878626996 -0.22513533963002244 6.951927829340545 7.128316732037054 -2.0614014717164872 10.883590984159673 5.537929071972121]","false"
"1474","1500","0.1","1","10","1","Normal mean = 0","50","[-2.4855431396755945 -5.240182368782624 4.616222665766361 -7.302881899891682 -9.101247936713683 1.800353036291369 -0.9433174512621844 -5.875791773866896 -2.999528684759666 9.825324247070053]","[-2.5322125799457598 2.9752398262331674 0.5946827826923582 4.824343368225277 7.272936478794828 1.1238348672398257 2.0863849096998646 3.24626292153555 -5.4404849713532855 3.362531919211921]","false"
"1476","1500","0.1","1","10","1","Normal mean = 0","50","[14.514775366400476 15.750384576508539 -4.426421422413418 -1.496591046921968 -4.34630945493099 11.177400189227193 -7.804260272000414 -6.893406117785636 -3.0933352084520194 -7.335543250377658]","[5.371846085660303 6.965265400955101 1.7970078482278828 -1.333600283570012 -0.9234457641204463 10.14158799919574 7.576539659759117 3.9320221359141763 0.42930544541915444 7.587636087115425]","false"
"1479","1500","0.1","1","10","1","Normal mean = 0","50","[2.0025028992574128 -20.935625945384018 -15.6682551520913 3.9498887363381754 -8.636738359983301 6.284832147199042 11.059975412868141 14.274574488846973 16.437038795001044 2.0032898994979553]","[3.322903425775615 16.013720166179105 11.412680332610497 -2.796496680348737 4.638397154975115 2.346230166009244 6.719338144218601 10.67790093246925 8.732594312107256 1.4203314909747333]","false"
"1478","1500","0.1","1","10","1","Normal mean = 0","50","[-11.302210413031261 -7.732795552698715 11.970302767645977 12.394242187378607 -4.157294359303557 13.12807190872969 -9.319171150357127 -4.286517744428397 12.464519372529852 1.26538529934329]","[8.157403101751795 2.7541250441715484 7.2261210132419444 11.248372585446942 8.041920820240076 8.841772978828145 8.125912439850392 8.23185718222124 7.64318841270183 2.9200495710541743]","true"
"1477","1500","0.1","1","10","1","Normal mean = 0","50","[3.9598898687535673 -2.5360924998795733 24.295672902035513 4.810220349765988 0.25553146219701306 -0.15123685056845362 -9.905996278497907 -4.414671114282028 -5.457941418971449 -4.509889191116747]","[-0.5841039815523696 -3.7875111758097577 14.131321762063658 -0.3463886193980006 -1.8769649143219373 -3.434415326173357 7.171395290787107 1.2499754958709834 1.5285515275020918 2.1088424563058576]","false"
"1480","1500","0.1","1","10","1","Normal mean = 0","50","[8.383011153970362 -17.402658275504727 10.937628482646916 -10.624427577497405 7.327516548928498 -5.9024883518139415 10.728965793761299 4.964961172921948 3.532799654083033 9.806550683291729]","[2.9858762667723955 14.080559926806446 12.235905256297045 7.07737406137662 3.4730011920196096 4.419844676827667 4.789702855502063 3.6175030858798194 -6.768932970762077 7.780298553089677]","false"
"1485","1500","0.1","1","10","1","Normal mean = 0","50","[8.724238028824857 -8.745115337386041 -7.059028781636274 13.496047525893825 -9.373632980148548 1.962550057615123 17.40766652363826 -1.4788903034390328 21.48811545856029 -19.947880177924176]","[4.482600924210212 8.488000010321084 7.535608925803634 8.275877181860391 7.0495648093339 -6.626213677623262 12.767841324466552 0.15339166337527277 12.418546282287977 12.034461658340103]","false"
"1481","1500","0.1","1","10","1","Normal mean = 0","50","[-19.6585236561448 -11.696232734121073 27.552215197758134 12.308727352766926 -3.876780425317813 3.232638724600859 -10.754096287364922 13.486161011217888 -8.915806862642127 27.184491321210746]","[9.304014638945898 8.141954756879858 12.9035630389547 5.810213060696329 0.5362076778029197 -1.185975287622832 2.7031971928530707 12.912427870264073 7.025020277531681 14.359865582593608]","false"
"1482","1500","0.1","1","10","1","Normal mean = 0","50","[-10.171906684092036 -1.297243021005722 -3.289187150418398 -6.5162625740424405 0.7899454258062072 8.167579400026279 15.735334897445087 4.29586493320431 -10.055701944648291 -14.670858647895816]","[5.042127353004805 5.628201920102591 -0.18943615101077876 1.5891295973678883 -3.2138804645446672 4.319467077282548 11.026226622235534 -5.04626360746249 4.771643012694143 8.01354443823204]","false"
"1483","1500","0.1","1","10","1","Normal mean = 0","50","[-23.826011795440834 4.86872546219635 1.514479371627192 -0.3130800771206169 8.017199937618267 -14.453376478171936 -2.75936608038541 -2.754810244560648 -27.075938951082637 -4.684528331204773]","[16.12058647279214 9.430011468611662E-4 6.402592844715439 -1.2954093834964269 4.795147607289982 9.072238679986166 -2.8823560149708953 -2.917530416176824 17.154080677539568 3.054540538698484]","false"
"1484","1500","0.1","1","10","1","Normal mean = 0","50","[-7.452497187038699 17.52177277784325 -16.681229208391784 3.1600430119083613 2.2040309599007593 -11.086443521723252 6.46777036742394 1.5812444927797162 7.278658101156628 15.2804903302044]","[2.539625022953638 9.910712829366231 10.452964120145642 -3.497730875122747 0.6081411254013839 5.673682853146151 4.572721907044746 -0.9876341315525017 6.321580582612365 11.575335332298025]","false"
"1488","1500","0.1","1","10","1","Normal mean = 0","50","[3.1580416706269787 2.5828902504389943 -5.8733706693071746 -16.85155235134438 5.580840306826906 14.988498270767646 6.246502606566824 19.27380993399055 -21.320714439397346 -1.2588876332459764]","[5.629612617662883 4.312161185949686 2.196962192000745 8.008218897016677 0.45027327881581375 9.638389746638214 1.3148002810234347 14.064982004169984 12.075307089257434 7.144278398249585]","true"
"1486","1500","0.1","1","10","1","Normal mean = 0","50","[8.06234271360491 22.93284135488819 27.082376022678087 -21.708103529901315 -0.9038702822371406 1.66376522283184 5.962955568952726 10.458744319686794 -16.33936954661719 -10.277791170801153]","[4.89559199536282 16.096385841271303 14.120291586609127 18.012868326372303 -7.604344188168472 -4.813605698367208 5.135878323610523 6.693091336809603 7.877948041539448 2.644546307472453]","false"
"1487","1500","0.1","1","10","1","Normal mean = 0","50","[-0.4574599567285793 3.2603851972302533 -1.1239765159494293 -2.00874664322852 -0.35950775565318027 0.4702306227143652 -5.980982050520468 -6.432437068449029 -2.9056565049082255 -4.805154526783009]","[0.8495788271187128 3.215178844280534 1.5386880816506077 1.370396984516414 4.057105175316388 -5.1108777321297705 1.5919132091104602 1.108802506047807 -1.7478860853491665 3.9608585979483917]","false"
"1489","1500","0.1","1","10","1","Normal mean = 0","50","[-2.0028656588937728 3.0385118494651704 0.484848455951405 4.372435261567048 -2.701537291012199 -1.73554903889796 10.654311245032583 -5.147929241590455 -10.006541747198817 -7.817813016065935]","[4.116027225585836 2.9093699279954817 3.4195780227523365 2.6834019818690917 0.7043499919851817 6.06645950512436 6.514410082091382 -0.7792262691402605 7.787678340825663 2.276953970413844]","false"
"1492","1500","0.1","1","10","1","Normal mean = 0","50","[-41.97579701129416 0.7615580124211028 2.2839673126060247 34.4600110315254 2.5171896451710856 10.228531093864177 -25.809881815890574 -8.745690621305464 -16.03256276270832 14.362704764783787]","[25.574539168646034 -5.368269459320022 -4.453022432559396 19.78910523526387 -0.36728739273754046 5.918200374893341 16.49705250587946 0.6193451518465327 8.475984805133198 7.954342686175443]","false"
"1493","1500","0.1","1","10","1","Normal mean = 0","50","[12.04111277338024 -4.874695238489308 4.129614539132577 3.958097254100312 7.221104693834445 29.157435814607435 26.025200281908592 15.463767578199862 20.52285675415747 3.3470337568907613]","[4.562311311081002 1.8796817313512981 -1.649925053305484 -0.32040351347395857 5.935687621162355 13.003568262228208 18.885828217155733 0.7019518435491798 6.938262991379288 2.8811371603844367]","false"
"1490","1500","0.1","1","10","1","Normal mean = 0","50","[-14.444537873374829 8.0147219116332 15.803937887039366 -23.953887400000355 3.41293834906987 -11.586964853497403 2.9487254064390127 9.768032699885763 1.8889777344658314 -20.940516501549546]","[6.502991392991771 7.623307823821826 11.226655809302233 12.495449396705071 -6.513222063637893 10.378156675888931 1.0810567508636786 6.635080327494705 2.2655700440585225 14.30289440989192]","false"
"1491","1500","0.1","1","10","1","Normal mean = 0","50","[19.490865726822836 -5.882826999126072 17.2768079703408 -9.290537284545264 -7.201893860370729 -7.440510022052773 1.3607243896364218 24.259388995208063 -10.11695556836672 7.1993624701607315]","[11.640625643617732 -0.054657207648630746 11.65890657246906 0.04133942942848853 1.3626892921758953 6.5500160421300855 6.7711224754850035 13.851051945849274 9.586666509314977 4.464891206289212]","false"
"1495","1500","0.1","1","10","1","Normal mean = 0","50","[20.90662666913716 7.756753642507904 0.8428245771371529 -11.765271365510866 12.322827187933195 6.24197883572823 -0.7088289339170574 -2.287256578288871 -10.548487642354306 26.782995944653237]","[4.88177558063227 2.1949144617472482 0.9134076421258335 6.090332122118837 10.322729544641968 3.6212730607068906 4.058301459385852 -1.8649496403187311 8.68043222854465 18.19045993296779]","false"
"1496","1500","0.1","1","10","1","Normal mean = 0","50","[16.056170843161706 9.747078796807076 -3.4630561464980287 -1.6405619659329842 -3.8384222234242005 -0.96930324327002 1.5024060196933247 4.856739496498694 1.9925556649174383 -11.29991650381947]","[8.90507002392733 4.490961185213939 -2.0443674289676976 -2.158380876708237 1.1793026615248121 -2.5989632249489216 0.600076627716159 5.000667322540646 4.832762649524644 5.551573017812335]","false"
"1494","1500","0.1","1","10","1","Normal mean = 0","50","[-2.2411675011593646 6.181353715761873 -1.1845169372368254 1.2940653702940612 2.6114125220406286 -6.383718755532016 4.058603497771516 -17.10082486024246 0.791975523249892 -18.637845130614892]","[1.81199283891635 4.273977676192228 0.9356388678160716 0.3348395150638576 2.151067051393822 4.848758444097218 0.55961853773805 12.380900006520397 -2.25768389999747 10.427465230459923]","false"
"1497","1500","0.1","1","10","1","Normal mean = 0","50","[-16.010405594337772 -3.515772265764241 17.653719781196283 -1.923527408899826 -5.5084834675381265 3.740484801845179 13.152272908805244 12.29666064745754 4.2691809188694005 14.894610539105765]","[13.361747655499839 -6.005093724690364 14.818824740307974 7.993360201304941 1.3228049120205516 -0.7454218550145651 8.663619235180828 8.6779242733629 0.005466649966760606 7.271455976663697]","false"
"1501","1500","0.3","1","2","1","Normal mean = 0","50","[-12.718901443774445 -4.229988701208871]","[0.19930649412385765 -5.461335558909349]","false"
"1502","1500","0.3","1","2","1","Normal mean = 0","50","[9.483761039154427 -9.528036724107938]","[0.1536099613178389 1.5714202876092656]","true"
